snapshot_date,snapshot_timestamp,data_source,formula_version,pipeline_revision,sector,article_count,event_count,publisher_count,attention_volume,optimism,fear,uncertainty,attention,disagreement,risk_intensity
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,r1,Communication Services,12,nan,nan,0.534005,34.266246,9.10902,62.983298,22.727273,41.586352,76.280241
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,r1,Consumer Discretionary,12,nan,nan,0.128022,32.328008,5.859295,64.307565,4.545455,16.687687,66.919341
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,r1,Consumer Staples,12,nan,nan,0.407244,14.29915,21.784258,62.605482,13.636364,18.796836,67.37184
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,r1,Energy,12,nan,nan,1.15977,18.2201,22.828275,68.927581,50.0,64.275202,67.828761
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,r1,Financials,12,nan,nan,0.873345,26.442417,10.328999,73.924992,31.818182,30.389988,77.108514
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,r1,Healthcare,12,nan,nan,0.883963,23.762674,10.070334,63.551509,40.909091,45.005448,79.306972
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,r1,Industrials,12,nan,nan,1.706147,24.713291,12.135078,62.612504,77.272727,52.053286,77.301356
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,r1,Materials,12,nan,nan,1.513122,23.621573,17.652098,59.171115,68.181818,51.844548,60.0
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,r1,Real Estate,12,nan,nan,1.243171,22.768797,13.587925,63.290959,59.090909,51.590957,71.934126
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,r1,Technology,12,nan,nan,1.854418,24.643702,10.474643,64.119706,95.454545,42.897842,55.379355
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,r1,Utilities,12,nan,nan,1.828841,11.088615,19.952308,76.529917,86.363636,15.805547,75.567954
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,r1,Communication Services,287,nan,nan,231.972359,35.023942,21.957542,49.169183,86.363636,51.357731,76.657273
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,r1,Consumer Discretionary,226,nan,nan,162.587381,32.983216,23.696693,49.208611,68.181818,51.279157,76.876054
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,r1,Consumer Staples,181,nan,nan,130.855739,31.907246,20.618649,51.637807,59.090909,47.356481,76.765211
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,r1,Energy,126,nan,nan,73.021628,39.982819,27.961265,41.111028,31.818182,61.509641,73.653726
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,r1,Financials,248,nan,nan,194.645202,37.727692,20.276937,48.444659,77.272727,49.923793,76.40693
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,r1,Healthcare,151,nan,nan,97.922632,39.223302,15.927447,49.663883,50.0,47.685961,77.338873
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,r1,Industrials,146,nan,nan,78.832506,39.563175,19.957289,46.459984,40.909091,53.598404,77.265545
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,r1,Materials,75,nan,nan,17.429324,35.86432,18.698074,50.417246,4.545455,48.558593,72.983056
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,r1,Real Estate,72,nan,nan,20.797639,34.18481,11.37029,54.343739,13.636364,39.465405,75.639437
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,r1,Technology,456,nan,nan,414.871636,34.318674,25.540271,46.310856,95.454545,56.158064,76.633223
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,r1,Utilities,66,nan,nan,24.118299,40.640332,12.863518,51.706996,22.727273,39.127302,75.53944
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,r1,Communication Services,287,nan,nan,231.972359,26.637945,15.667847,44.226207,86.363636,50.79162,76.657273
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,r1,Consumer Discretionary,226,nan,nan,162.587381,25.437944,16.906018,42.951444,68.181818,54.381333,76.876054
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,r1,Consumer Staples,181,nan,nan,130.855739,25.034282,14.542719,45.532519,59.090909,47.065385,76.765211
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,r1,Energy,126,nan,nan,73.021628,30.056284,20.283093,36.670212,31.818182,60.382525,73.653726
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,r1,Financials,248,nan,nan,194.645202,29.510024,15.239907,42.204727,77.272727,47.058061,76.40693
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,r1,Healthcare,151,nan,nan,97.922632,29.76303,11.481217,41.033252,50.0,38.214369,77.338873
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,r1,Industrials,146,nan,nan,78.832506,29.761297,14.541505,39.325116,40.909091,47.962395,77.265545
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,r1,Materials,75,nan,nan,17.429324,27.339901,13.385477,41.583622,4.545455,42.093498,72.983056
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,r1,Real Estate,72,nan,nan,20.797639,26.703597,9.17053,43.796245,13.636364,32.73983,75.639437
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,r1,Technology,456,nan,nan,414.871636,25.846396,18.492218,42.175893,95.454545,57.304005,76.633223
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,r1,Utilities,66,nan,nan,24.118299,30.346792,9.347266,48.817478,22.727273,35.352475,75.53944
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,baseline,r2,Communication Services,296,nan,nan,239.162832,35.690322,21.609698,48.894932,86.363636,51.328306,18.256805
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,baseline,r2,Consumer Discretionary,232,nan,nan,166.554401,33.094693,23.892736,49.074009,68.181818,51.404735,18.008921
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,baseline,r2,Consumer Staples,183,nan,nan,131.852181,31.966829,20.580185,51.789974,59.090909,47.063368,24.88608
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,baseline,r2,Energy,126,nan,nan,72.576622,39.982819,27.961265,41.111028,31.818182,61.509641,32.293688
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,baseline,r2,Financials,255,nan,nan,198.268139,38.14552,19.743665,48.375729,77.272727,49.817803,17.823299
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,baseline,r2,Healthcare,155,nan,nan,101.396822,39.224649,16.527519,49.602165,50.0,47.088649,17.09337
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,baseline,r2,Industrials,152,nan,nan,81.525239,39.378251,20.409732,46.315692,40.909091,54.101047,17.958712
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,baseline,r2,Materials,76,nan,nan,18.290892,37.667256,18.42913,49.254011,4.545455,48.903012,40.216749
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,baseline,r2,Real Estate,73,nan,nan,20.840054,34.88716,11.805885,54.120436,13.636364,38.851806,20.067784
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,baseline,r2,Technology,507,nan,nan,461.271284,33.433714,25.598968,46.958332,95.454545,55.433698,17.413203
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,baseline,r2,Utilities,67,nan,nan,24.20925,39.41308,12.519041,52.257521,22.727273,38.717117,16.93781
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,baseline,r3,Communication Services,331,nan,nan,237.713318,34.422592,23.284346,48.626223,86.363636,52.465048,18.562962
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,baseline,r3,Consumer Discretionary,248,nan,nan,156.291361,32.594094,23.794008,49.417712,68.181818,51.162858,17.742246
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,baseline,r3,Consumer Staples,193,nan,nan,123.506724,31.353481,21.106509,51.912844,59.090909,47.496051,25.22661
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,baseline,r3,Energy,143,nan,nan,72.449182,39.404781,28.103383,41.783385,31.818182,60.68889,32.884566
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,baseline,r3,Financials,292,nan,nan,190.410129,37.918051,19.285647,48.75112,77.272727,49.290958,17.658101
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,baseline,r3,Healthcare,159,nan,nan,91.93479,39.750603,16.315792,49.385133,50.0,47.18291,17.158634
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,baseline,r3,Industrials,170,nan,nan,77.395219,38.030937,21.06872,46.70866,40.909091,54.422673,18.012305
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,baseline,r3,Materials,82,nan,nan,17.287973,39.317851,17.703414,48.925226,4.545455,48.613091,39.803913
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,baseline,r3,Real Estate,75,nan,nan,19.372112,33.73386,11.93993,54.345784,13.636364,39.119441,19.479049
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,baseline,r3,Technology,745,nan,nan,517.796601,31.942678,25.377869,47.715893,95.454545,54.976419,17.245282
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,baseline,r3,Utilities,70,nan,nan,22.839423,39.019383,12.064666,52.970463,22.727273,37.683753,20.517901
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,enhanced,r2,Communication Services,296,nan,nan,239.162832,27.098835,15.415698,43.760018,86.363636,50.046253,18.256805
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,enhanced,r2,Consumer Discretionary,232,nan,nan,166.554401,25.471759,17.03442,43.050516,68.181818,54.632843,18.008921
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,enhanced,r2,Consumer Staples,183,nan,nan,131.852181,25.040967,14.514371,45.719376,59.090909,46.615375,24.88608
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,enhanced,r2,Energy,126,nan,nan,72.576622,30.056284,20.283093,36.670212,31.818182,60.382525,32.293688
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,enhanced,r2,Financials,255,nan,nan,198.268139,29.707427,14.834541,41.980473,77.272727,46.327524,17.823299
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,enhanced,r2,Healthcare,155,nan,nan,101.396822,29.690138,11.89064,41.308074,50.0,37.455699,17.09337
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,enhanced,r2,Industrials,152,nan,nan,81.525239,29.657029,14.838861,39.33406,40.909091,48.990694,17.958712
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,enhanced,r2,Materials,76,nan,nan,18.290892,28.52285,13.186709,40.57401,4.545455,41.63515,40.216749
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,enhanced,r2,Real Estate,73,nan,nan,20.840054,27.34739,9.436447,44.224595,13.636364,32.01426,20.067784
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,enhanced,r2,Technology,507,nan,nan,461.271284,25.292143,18.514292,42.845481,95.454545,56.968144,17.413203
2026-07-11,2026-07-11T11:00:05+00:00,真实新闻,enhanced,r2,Utilities,67,nan,nan,24.20925,29.42141,9.09416,48.720049,22.727273,34.595969,16.93781
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,enhanced,r3,Communication Services,331,nan,nan,237.713318,26.052891,16.626868,43.55421,86.363636,53.365245,18.562962
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,enhanced,r3,Consumer Discretionary,248,nan,nan,156.291361,25.021459,17.012426,43.095142,68.181818,54.551077,17.742246
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,enhanced,r3,Consumer Staples,193,nan,nan,123.506724,24.61444,14.940232,46.142576,59.090909,47.773931,25.22661
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,enhanced,r3,Energy,143,nan,nan,72.449182,29.739823,20.382194,37.032594,31.818182,60.248911,32.884566
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,enhanced,r3,Financials,292,nan,nan,190.410129,29.479262,14.561817,42.428868,77.272727,46.223811,17.658101
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,enhanced,r3,Healthcare,159,nan,nan,91.93479,30.109912,11.824013,41.061969,50.0,37.310561,17.158634
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,enhanced,r3,Industrials,170,nan,nan,77.395219,28.677878,15.358768,40.174234,40.909091,50.254184,18.012305
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,enhanced,r3,Materials,82,nan,nan,17.287973,29.561201,12.663149,40.526301,4.545455,40.578905,39.803913
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,enhanced,r3,Real Estate,75,nan,nan,19.372112,26.41724,9.500696,44.078206,13.636364,32.181221,19.479049
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,enhanced,r3,Technology,745,nan,nan,517.796601,24.047059,18.358696,43.485622,95.454545,57.339904,17.245282
2026-07-11,2026-07-11T17:02:03+00:00,真实新闻,enhanced,r3,Utilities,70,nan,nan,22.839423,29.360019,8.75783,48.608273,22.727273,33.237907,20.517901
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,baseline,r4,Communication Services,12,12.0,5.0,0.534005,41.24283,13.012886,59.104795,22.727273,22.940346,57.429384
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,baseline,r4,Consumer Discretionary,12,12.0,5.0,0.128022,45.244766,8.370421,59.608766,4.545455,11.83502,62.069442
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,baseline,r4,Consumer Staples,12,12.0,5.0,0.407244,19.750352,31.120369,66.276102,13.636364,16.460776,48.025698
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,baseline,r4,Energy,12,12.0,5.0,1.15977,26.028714,24.787016,61.61515,50.0,30.136174,70.882807
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,baseline,r4,Financials,12,12.0,5.0,0.873345,37.774882,14.755713,61.73129,31.818182,23.093356,87.743468
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,baseline,r4,Healthcare,12,12.0,5.0,0.883963,33.946678,14.386191,61.472408,40.909091,30.186292,80.903922
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,baseline,r4,Industrials,12,12.0,5.0,1.706147,35.304702,17.335826,59.959301,77.272727,29.913473,67.608389
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,baseline,r4,Materials,12,12.0,5.0,1.513122,33.745105,18.020483,60.469017,68.181818,25.619218,61.37827
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,baseline,r4,Real Estate,12,12.0,5.0,1.243171,32.526853,19.411321,60.986156,59.090909,29.322536,61.277406
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,baseline,r4,Technology,12,12.0,5.0,1.854418,33.342003,14.963775,62.33633,95.454545,23.765591,58.671606
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,baseline,r4,Utilities,12,12.0,5.0,1.828841,14.955629,28.503297,67.049368,86.363636,14.580233,67.399095
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,enhanced,r4,Communication Services,12,12.0,5.0,0.534005,34.266246,9.10902,62.983298,22.727273,22.940346,57.429384
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,enhanced,r4,Consumer Discretionary,12,12.0,5.0,0.128022,32.328008,5.859295,64.307565,4.545455,11.83502,62.069442
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,enhanced,r4,Consumer Staples,12,12.0,5.0,0.407244,14.29915,21.784258,62.605482,13.636364,16.460776,48.025698
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,enhanced,r4,Energy,12,12.0,5.0,1.15977,18.2201,17.350911,68.927581,50.0,30.136174,70.882807
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,enhanced,r4,Financials,12,12.0,5.0,0.873345,26.442417,10.328999,73.924992,31.818182,23.093356,87.743468
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,enhanced,r4,Healthcare,12,12.0,5.0,0.883963,23.762674,10.070334,63.551509,40.909091,30.186292,80.903922
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,enhanced,r4,Industrials,12,12.0,5.0,1.706147,24.713291,12.135078,62.612504,77.272727,29.913473,67.608389
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,enhanced,r4,Materials,12,12.0,5.0,1.513122,23.621573,12.614338,59.171115,68.181818,25.619218,61.37827
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,enhanced,r4,Real Estate,12,12.0,5.0,1.243171,22.768797,13.587925,63.290959,59.090909,29.322536,61.277406
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,enhanced,r4,Technology,12,12.0,5.0,1.854418,24.643702,10.474643,64.119706,95.454545,23.765591,58.671606
2026-07-12,2026-07-12T21:36:25+00:00,Demo 数据,enhanced,r4,Utilities,12,12.0,5.0,1.828841,11.088615,19.952308,76.529917,86.363636,14.580233,67.399095
2026-07-12,2026-07-12T20:20:15+00:00,真实新闻,baseline,r3,Communication Services,361,nan,nan,255.124389,33.455423,22.928646,49.471158,86.363636,51.509428,18.190427
2026-07-12,2026-07-12T20:20:15+00:00,真实新闻,baseline,r3,Consumer Discretionary,264,nan,nan,162.330934,32.245061,23.624334,50.085084,68.181818,50.411898,17.964651
2026-07-12,2026-07-12T20:20:15+00:00,真实新闻,baseline,r3,Consumer Staples,204,nan,nan,127.244816,31.470846,20.293595,52.63722,59.090909,46.393447,25.190762
2026-07-12,2026-07-12T20:20:15+00:00,真实新闻,baseline,r3,Energy,148,nan,nan,73.855016,38.451301,27.96157,42.509614,31.818182,59.977196,33.371334
2026-07-12,2026-07-12T20:20:15+00:00,真实新闻,baseline,r3,Financials,313,nan,nan,198.153637,36.866998,19.299884,49.170218,77.272727,49.254623,17.366224
2026-07-12,2026-07-12T20:20:15+00:00,真实新闻,baseline,r3,Healthcare,163,nan,nan,90.365976,39.078728,16.496628,49.641192,50.0,47.302847,19.064605
2026-07-12,2026-07-12T20:20:15+00:00,真实新闻,baseline,r3,Industrials,178,nan,nan,81.703618,37.511167,20.741963,47.090638,40.909091,54.098139,18.028248
2026-07-12,2026-07-12T20:20:15+00:00,真实新闻,baseline,r3,Materials,84,nan,nan,18.698846,38.86229,18.847134,48.895935,4.545455,49.230241,39.365366
2026-07-12,2026-07-12T20:20:15+00:00,真实新闻,baseline,r3,Real Estate,75,nan,nan,18.782537,33.73386,11.93993,54.345784,13.636364,39.119441,19.479049
2026-07-12,2026-07-12T20:20:15+00:00,真实新闻,baseline,r3,Technology,856,nan,nan,588.097019,30.768491,24.712703,48.943444,95.454545,53.531987,16.861203
2026-07-12,2026-07-12T20:20:15+00:00,真实新闻,baseline,r3,Utilities,77,nan,nan,24.932482,36.312272,11.361393,54.395319,22.727273,36.520864,19.316849
2026-07-12,2026-07-12T21:36:52+00:00,真实新闻,baseline,r4,Communication Services,361,288.0,24.0,255.124401,33.455423,22.928645,49.471157,86.363636,29.367423,18.584481
2026-07-12,2026-07-12T21:36:52+00:00,真实新闻,baseline,r4,Consumer Discretionary,264,235.0,11.0,162.330932,32.245059,23.624335,50.085085,68.181818,28.831431,16.719867
2026-07-12,2026-07-12T21:36:52+00:00,真实新闻,baseline,r4,Consumer Staples,204,183.0,5.0,127.244818,31.470845,20.293596,52.637221,59.090909,26.001284,25.362202
2026-07-12,2026-07-12T21:36:52+00:00,真实新闻,baseline,r4,Energy,148,115.0,15.0,73.855016,38.451303,27.96157,42.509612,31.818182,34.489151,32.531832
2026-07-12,2026-07-12T21:36:52+00:00,真实新闻,baseline,r4,Financials,313,273.0,30.0,198.153637,36.866999,19.299883,49.170218,77.272727,27.822982,17.660187
2026-07-12,2026-07-12T21:36:52+00:00,真实新闻,baseline,r4,Healthcare,163,145.0,5.0,90.365972,39.07873,16.496627,49.641191,50.0,26.04503,19.279265
2026-07-12,2026-07-12T21:36:52+00:00,真实新闻,baseline,r4,Industrials,178,158.0,15.0,81.703618,37.511168,20.741961,47.090639,40.909091,30.437697,18.185499
2026-07-12,2026-07-12T21:36:52+00:00,真实新闻,baseline,r4,Materials,84,73.0,6.0,18.698846,38.862289,18.847134,48.895935,4.545455,28.061949,39.047736
2026-07-12,2026-07-12T21:36:52+00:00,真实新闻,baseline,r4,Real Estate,75,60.0,3.0,18.782537,33.733854,11.939924,54.345788,13.636364,22.335124,18.650101
2026-07-12,2026-07-12T21:36:52+00:00,真实新闻,baseline,r4,Technology,856,724.0,52.0,588.09701,30.76849,24.712703,48.943444,95.454545,30.490563,16.853842
2026-07-12,2026-07-12T21:36:52+00:00,真实新闻,baseline,r4,Utilities,77,73.0,7.0,24.932479,36.312274,11.361394,54.395316,22.727273,20.859408,20.49977
2026-07-12,2026-07-12T20:20:15+00:00,真实新闻,enhanced,r3,Communication Services,361,nan,nan,255.124389,25.277228,16.383546,44.110367,86.363636,53.184913,18.190427
2026-07-12,2026-07-12T20:20:15+00:00,真实新闻,enhanced,r3,Consumer Discretionary,264,nan,nan,162.330934,24.755968,16.871643,43.759581,68.181818,53.417435,17.964651
2026-07-12,2026-07-12T20:20:15+00:00,真实新闻,enhanced,r3,Consumer Staples,204,nan,nan,127.244816,24.583239,14.419872,46.579311,59.090909,45.637825,25.190762
2026-07-12,2026-07-12T20:20:15+00:00,真实新闻,enhanced,r3,Energy,148,nan,nan,73.855016,29.007451,20.26155,38.205419,31.818182,60.792138,33.371334
2026-07-12,2026-07-12T20:20:15+00:00,真实新闻,enhanced,r3,Financials,313,nan,nan,198.153637,28.605286,14.533431,42.711,77.272727,46.045796,17.366224
